inAccount,outAccount,amount,description,date,type
NL36BEEH0010000013,NL67GELD2809687681,588.71,jajajaj,05-06-02-06-2018,Online bankieren
NL36BEEH0010000013,NL67GELD2809687681,545.18,jajajaj,11-33-21-01-2019,Online bankieren
NL36BEEH0010000013,NL75GELD3175762142,400.08,jajajaj,11-56-19-08-2019,Online bankieren
NL36BEEH0010000013,NL76GELD7252785614,854.75,jajajaj,16-05-15-12-2018,Online bankieren
NL36BEEH0010000013,NL67GELD2809687681,842.78,jajajaj,17-55-01-06-2019,Online bankieren
NL36BEEH0010000013,NL92GELD8037356925,199.92,jajajaj,06-03-24-03-2018,Online bankieren
NL36BEEH0010000013,NL55GELD3859628216,272.47,jajajaj,11-14-13-09-2019,Online bankieren
NL09BEEH0010000014,NL56GELD4676822837,531.62,jajajaj,11-14-11-01-2019,Online bankieren
NL09BEEH0010000014,NL76GELD7252785614,202.39,jajajaj,09-08-18-07-2018,Online bankieren
NL09BEEH0010000014,NL61GELD7455324794,412.01,jajajaj,20-09-21-02-2019,Online bankieren
NL09BEEH0010000014,NL04GELD4811557161,227.77,jajajaj,02-29-18-01-2019,Online bankieren
NL09BEEH0010000014,NL69GELD8971642424,249.23,jajajaj,15-03-22-04-2019,Online bankieren
NL09BEEH0010000014,NL76GELD7252785614,539.22,jajajaj,01-50-18-12-2018,Online bankieren
NL09BEEH0010000014,NL56GELD4676822837,835.41,jajajaj,17-40-06-01-2019,Online bankieren
NL09BEEH0010000014,NL67GELD2809687681,59.2,jajajaj,21-47-27-08-2018,Online bankieren
NL09BEEH0010000014,NL69GELD8971642424,423.25,jajajaj,10-08-18-06-2019,Online bankieren
NL09BEEH0010000014,NL77GELD0692885116,461.45,jajajaj,18-20-08-06-2019,Online bankieren
NL09BEEH0010000014,NL69GELD8971642424,890.2,jajajaj,18-37-17-06-2018,Online bankieren
NL09BEEH0010000014,NL35GELD0485561952,149.9,jajajaj,14-27-10-04-2018,Online bankieren
NL09BEEH0010000014,NL35GELD0485561952,48.68,jajajaj,22-13-01-12-2018,Online bankieren
NL09BEEH0010000014,NL75GELD3175762142,195.84,jajajaj,19-25-13-09-2019,Online bankieren
NL09BEEH0010000014,NL69GELD8971642424,943.55,jajajaj,00-15-07-08-2018,Online bankieren
NL09BEEH0010000014,NL61GELD7455324794,723.81,jajajaj,06-47-28-10-2018,Online bankieren
NL09BEEH0010000014,NL45GELD2953919317,152.2,jajajaj,13-45-27-04-2019,Online bankieren
NL09BEEH0010000014,NL45GELD2953919317,420.82,jajajaj,08-19-21-05-2018,Online bankieren
NL09BEEH0010000014,NL62GELD6375239767,432.05,jajajaj,01-00-11-03-2018,Online bankieren
NL09BEEH0010000014,NL13GELD4842992565,250.63,jajajaj,18-17-12-07-2018,Online bankieren
NL09BEEH0010000014,NL56GELD4676822837,731.7,jajajaj,13-24-06-01-2018,Online bankieren
NL09BEEH0010000014,NL62GELD6375239767,205.52,jajajaj,00-05-14-08-2019,Online bankieren
NL09BEEH0010000014,NL67GELD2809687681,228.24,jajajaj,19-37-13-09-2019,Online bankieren
NL09BEEH0010000014,NL45GELD2953919317,478.66,jajajaj,05-46-27-12-2018,Online bankieren
NL09BEEH0010000014,NL77GELD8158598659,394.56,jajajaj,14-28-11-02-2019,Online bankieren
NL09BEEH0010000014,NL61GELD7455324794,239.56,jajajaj,19-22-20-09-2018,Online bankieren
NL09BEEH0010000014,NL77GELD8158598659,468.67,jajajaj,11-52-20-04-2019,Online bankieren
NL79BEEH0010000015,NL62GELD6375239767,569.87,jajajaj,09-42-13-08-2019,Online bankieren
NL79BEEH0010000015,NL04GELD4811557161,171.94,jajajaj,09-35-22-02-2018,Online bankieren
NL79BEEH0010000015,NL13GELD4842992565,69.7,jajajaj,21-22-01-07-2019,Online bankieren
NL79BEEH0010000015,NL55GELD3859628216,93.12,jajajaj,16-11-02-09-2018,Online bankieren
NL79BEEH0010000015,NL75GELD3175762142,335.4,jajajaj,17-57-23-02-2018,Online bankieren
NL79BEEH0010000015,NL67GELD2809687681,529.94,jajajaj,13-54-02-01-2019,Online bankieren
NL79BEEH0010000015,NL67GELD2809687681,701.9,jajajaj,00-08-19-11-2018,Online bankieren
NL79BEEH0010000015,NL76GELD1811996735,415.35,jajajaj,14-18-27-09-2018,Online bankieren
NL79BEEH0010000015,NL77GELD1142882375,269.85,jajajaj,11-48-13-09-2019,Online bankieren
NL79BEEH0010000015,NL35GELD9966193251,504.65,jajajaj,16-24-20-04-2018,Online bankieren
NL79BEEH0010000015,NL76GELD1811996735,815.89,jajajaj,06-49-13-09-2019,Online bankieren
NL52BEEH0010000016,NL77GELD1142882375,438.95,jajajaj,08-25-11-07-2019,Online bankieren
NL52BEEH0010000016,NL62GELD6375239767,612.81,jajajaj,16-45-08-05-2019,Online bankieren
NL52BEEH0010000016,NL75GELD3175762142,36.08,jajajaj,20-29-03-11-2018,Online bankieren
NL52BEEH0010000016,NL35GELD0485561952,965.27,jajajaj,16-31-02-04-2018,Online bankieren
NL52BEEH0010000016,NL67GELD2809687681,60.79,jajajaj,08-34-09-08-2018,Online bankieren
NL52BEEH0010000016,NL92GELD8037356925,758.71,jajajaj,01-16-27-12-2018,Online bankieren
NL52BEEH0010000016,NL55GELD3859628216,510.62,jajajaj,02-42-19-05-2018,Online bankieren
NL52BEEH0010000016,NL62GELD6375239767,477.24,jajajaj,14-03-01-08-2019,Online bankieren
NL52BEEH0010000016,NL35GELD9966193251,806.29,jajajaj,09-40-13-09-2019,Online bankieren
NL52BEEH0010000016,NL92GELD8037356925,560.84,jajajaj,07-34-10-02-2019,Online bankieren
NL52BEEH0010000016,NL76GELD1811996735,269.29,jajajaj,05-26-19-04-2019,Online bankieren
NL52BEEH0010000016,NL92GELD8037356925,500.81,jajajaj,19-13-13-09-2019,Online bankieren
NL52BEEH0010000016,NL95GELD6279133125,339.86,jajajaj,04-50-28-03-2019,Online bankieren
NL52BEEH0010000016,NL56GELD4676822837,890.74,jajajaj,00-03-24-10-2018,Online bankieren
NL52BEEH0010000016,NL56GELD4676822837,214.05,jajajaj,12-34-03-03-2018,Online bankieren
NL52BEEH0010000016,NL13GELD4842992565,934.97,jajajaj,04-01-25-07-2018,Online bankieren
NL52BEEH0010000016,NL62GELD6375239767,861.7,jajajaj,16-02-13-09-2019,Online bankieren
NL52BEEH0010000016,NL76GELD1811996735,692.93,jajajaj,03-21-17-04-2019,Online bankieren
NL25BEEH0010000017,NL95GELD6279133125,238.91,jajajaj,18-33-12-09-2018,Online bankieren
NL25BEEH0010000017,NL77GELD0692885116,831.04,jajajaj,03-55-12-02-2018,Online bankieren
NL25BEEH0010000017,NL62GELD6375239767,166.95,jajajaj,11-37-12-12-2018,Online bankieren
NL25BEEH0010000017,NL04GELD4811557161,239.32,jajajaj,01-38-15-04-2018,Online bankieren
NL25BEEH0010000017,NL77GELD0692885116,837.91,jajajaj,08-44-10-11-2018,Online bankieren
NL25BEEH0010000017,NL35GELD9966193251,318.35,jajajaj,20-02-04-10-2018,Online bankieren
NL25BEEH0010000017,NL76GELD7252785614,678.03,jajajaj,21-04-25-04-2018,Online bankieren
NL25BEEH0010000017,NL35GELD9966193251,982.01,jajajaj,02-49-10-06-2018,Online bankieren
NL25BEEH0010000017,NL95GELD6279133125,560.78,jajajaj,01-09-13-09-2019,Online bankieren
NL25BEEH0010000017,NL76GELD1811996735,975.75,jajajaj,05-02-11-07-2019,Online bankieren
NL25BEEH0010000017,NL35GELD9966193251,918.12,jajajaj,07-39-10-04-2019,Online bankieren
NL25BEEH0010000017,NL05GELD9994551159,813.64,jajajaj,20-26-13-09-2019,Online bankieren
NL25BEEH0010000017,NL55GELD3859628216,108.17,jajajaj,20-42-11-06-2018,Online bankieren
NL25BEEH0010000017,NL04GELD4811557161,204.38,jajajaj,17-26-20-11-2018,Online bankieren
NL25BEEH0010000017,NL69GELD8971642424,821.9,jajajaj,15-16-21-05-2019,Online bankieren
NL25BEEH0010000017,NL67GELD2809687681,916.71,jajajaj,03-00-19-09-2018,Online bankieren
NL25BEEH0010000017,NL62GELD6375239767,342.91,jajajaj,06-33-20-01-2018,Online bankieren
NL95BEEH0010000018,NL67GELD2809687681,475.88,jajajaj,01-39-13-09-2019,Online bankieren
NL95BEEH0010000018,NL69GELD8971642424,906.2,jajajaj,21-14-10-01-2018,Online bankieren
NL95BEEH0010000018,NL76GELD7252785614,636.41,jajajaj,03-39-19-06-2019,Online bankieren
NL95BEEH0010000018,NL95GELD6279133125,718.85,jajajaj,22-42-15-03-2019,Online bankieren
NL95BEEH0010000018,NL69GELD8971642424,977.25,jajajaj,22-31-21-05-2019,Online bankieren
NL95BEEH0010000018,NL05GELD9994551159,724.23,jajajaj,01-15-13-09-2019,Online bankieren
NL95BEEH0010000018,NL45GELD2953919317,76.82,jajajaj,10-04-10-05-2018,Online bankieren
NL95BEEH0010000018,NL76GELD1811996735,211.71,jajajaj,18-42-19-07-2018,Online bankieren
NL95BEEH0010000018,NL76GELD1811996735,872.69,jajajaj,02-46-08-03-2018,Online bankieren
NL95BEEH0010000018,NL35GELD0485561952,913.93,jajajaj,10-23-14-07-2019,Online bankieren
NL95BEEH0010000018,NL35GELD0485561952,311.64,jajajaj,11-53-15-01-2018,Online bankieren
NL95BEEH0010000018,NL77GELD1142882375,427.64,jajajaj,03-49-25-12-2018,Online bankieren
NL95BEEH0010000018,NL69GELD8971642424,984.89,jajajaj,22-26-22-02-2019,Online bankieren
NL95BEEH0010000018,NL67GELD2809687681,157.86,jajajaj,17-08-15-01-2019,Online bankieren
NL95BEEH0010000018,NL95GELD6279133125,919.08,jajajaj,15-21-18-10-2018,Online bankieren
NL95BEEH0010000018,NL35GELD9966193251,528.98,jajajaj,14-34-02-09-2018,Online bankieren
NL95BEEH0010000018,NL92GELD8037356925,658.55,jajajaj,21-54-15-04-2018,Online bankieren
NL95BEEH0010000018,NL62GELD6375239767,427.88,jajajaj,13-56-15-03-2018,Online bankieren
NL95BEEH0010000018,NL13GELD4842992565,606.45,jajajaj,01-37-13-09-2019,Online bankieren
NL95BEEH0010000018,NL61GELD7455324794,663.0,jajajaj,17-33-06-07-2018,Online bankieren
NL95BEEH0010000018,NL77GELD0692885116,166.18,jajajaj,01-36-22-11-2018,Online bankieren
NL95BEEH0010000018,NL77GELD0692885116,254.65,jajajaj,02-35-18-03-2018,Online bankieren
NL95BEEH0010000018,NL95GELD6279133125,847.59,jajajaj,13-50-26-11-2018,Online bankieren
NL95BEEH0010000018,NL61GELD7455324794,302.81,jajajaj,07-34-24-09-2018,Online bankieren
NL95BEEH0010000018,NL77GELD0692885116,741.29,jajajaj,21-00-04-01-2019,Online bankieren
NL68BEEH0010000019,NL04GELD4811557161,412.23,jajajaj,07-58-15-04-2018,Online bankieren
NL68BEEH0010000019,NL75GELD3175762142,127.96,jajajaj,04-47-20-01-2019,Online bankieren
NL68BEEH0010000019,NL55GELD3859628216,223.92,jajajaj,04-00-24-01-2019,Online bankieren
NL68BEEH0010000019,NL35GELD9966193251,803.97,jajajaj,11-34-13-04-2018,Online bankieren
NL68BEEH0010000019,NL75GELD3175762142,336.43,jajajaj,02-45-13-09-2019,Online bankieren
NL68BEEH0010000019,NL45GELD2953919317,157.44,jajajaj,16-23-04-07-2018,Online bankieren
NL68BEEH0010000019,NL13GELD4842992565,284.21,jajajaj,19-54-13-09-2019,Online bankieren
NL68BEEH0010000019,NL04GELD4811557161,53.9,jajajaj,11-18-14-03-2018,Online bankieren
NL68BEEH0010000019,NL67GELD2809687681,688.79,jajajaj,15-10-10-10-2018,Online bankieren
NL68BEEH0010000019,NL35GELD9966193251,190.61,jajajaj,11-04-16-02-2019,Online bankieren
NL68BEEH0010000019,NL62GELD6375239767,111.59,jajajaj,05-19-27-02-2019,Online bankieren
NL68BEEH0010000019,NL56GELD4676822837,875.68,jajajaj,15-18-27-07-2018,Online bankieren
NL68BEEH0010000019,NL75GELD3175762142,479.45,jajajaj,17-24-13-09-2019,Online bankieren
NL68BEEH0010000019,NL69GELD8971642424,369.64,jajajaj,16-16-11-08-2019,Online bankieren
NL68BEEH0010000019,NL95GELD6279133125,552.1,jajajaj,21-47-11-02-2019,Online bankieren
NL68BEEH0010000019,NL04GELD4811557161,910.21,jajajaj,00-57-15-01-2018,Online bankieren
NL68BEEH0010000019,NL35GELD9966193251,578.13,jajajaj,19-08-02-10-2018,Online bankieren
NL68BEEH0010000019,NL13GELD4842992565,195.41,jajajaj,09-43-06-04-2019,Online bankieren
NL68BEEH0010000019,NL05GELD9994551159,888.53,jajajaj,23-25-07-05-2018,Online bankieren
NL68BEEH0010000019,NL62GELD6375239767,738.99,jajajaj,17-11-07-11-2018,Online bankieren
NL68BEEH0010000019,NL77GELD1142882375,880.8,jajajaj,07-36-13-09-2019,Online bankieren
NL68BEEH0010000019,NL62GELD6375239767,771.42,jajajaj,03-45-13-09-2019,Online bankieren
NL68BEEH0010000019,NL69GELD8971642424,588.99,jajajaj,23-48-16-06-2019,Online bankieren
NL41BEEH0010000020,NL62GELD6375239767,926.37,jajajaj,19-53-28-05-2019,Online bankieren
NL41BEEH0010000020,NL77GELD0692885116,260.65,jajajaj,12-46-14-04-2019,Online bankieren
NL41BEEH0010000020,NL67GELD2809687681,256.9,jajajaj,16-59-11-05-2018,Online bankieren
NL41BEEH0010000020,NL13GELD4842992565,106.01,jajajaj,17-29-24-08-2018,Online bankieren
NL41BEEH0010000020,NL77GELD8158598659,635.37,jajajaj,00-39-26-01-2018,Online bankieren
NL41BEEH0010000020,NL76GELD1811996735,627.96,jajajaj,10-07-08-07-2018,Online bankieren
NL41BEEH0010000020,NL77GELD8158598659,896.43,jajajaj,11-39-16-04-2019,Online bankieren
NL41BEEH0010000020,NL62GELD6375239767,412.3,jajajaj,21-53-04-01-2019,Online bankieren
NL41BEEH0010000020,NL45GELD2953919317,607.64,jajajaj,03-42-02-07-2019,Online bankieren
NL41BEEH0010000020,NL13GELD4842992565,116.4,jajajaj,09-29-07-03-2019,Online bankieren
NL41BEEH0010000020,NL77GELD0692885116,662.27,jajajaj,10-11-03-09-2018,Online bankieren
NL41BEEH0010000020,NL76GELD7252785614,567.36,jajajaj,01-07-28-07-2018,Online bankieren
NL41BEEH0010000020,NL35GELD0485561952,946.91,jajajaj,16-10-17-06-2019,Online bankieren
NL41BEEH0010000020,NL04GELD4811557161,841.29,jajajaj,13-30-25-09-2018,Online bankieren
NL41BEEH0010000020,NL45GELD2953919317,350.59,jajajaj,11-43-13-09-2019,Online bankieren
NL41BEEH0010000020,NL55GELD3859628216,455.55,jajajaj,07-58-11-12-2018,Online bankieren
NL41BEEH0010000020,NL67GELD2809687681,805.89,jajajaj,05-47-03-03-2019,Online bankieren
NL41BEEH0010000020,NL76GELD7252785614,365.64,jajajaj,23-44-24-05-2019,Online bankieren
NL41BEEH0010000020,NL45GELD2953919317,338.73,jajajaj,03-39-13-09-2019,Online bankieren
NL41BEEH0010000020,NL62GELD6375239767,368.38,jajajaj,07-56-08-01-2018,Online bankieren
NL41BEEH0010000020,NL77GELD8158598659,70.65,jajajaj,05-07-28-09-2018,Online bankieren
NL41BEEH0010000020,NL35GELD0485561952,759.43,jajajaj,07-01-26-01-2018,Online bankieren
NL41BEEH0010000020,NL77GELD1142882375,995.88,jajajaj,18-18-22-06-2018,Online bankieren
NL41BEEH0010000020,NL35GELD9966193251,447.46,jajajaj,07-05-18-03-2018,Online bankieren
NL41BEEH0010000020,NL77GELD8158598659,894.78,jajajaj,04-39-02-03-2018,Online bankieren
NL14BEEH0010000021,NL45GELD2953919317,580.46,jajajaj,08-07-26-08-2019,Online bankieren
NL14BEEH0010000021,NL69GELD8971642424,89.33,jajajaj,03-04-13-09-2019,Online bankieren
NL14BEEH0010000021,NL75GELD3175762142,876.65,jajajaj,04-21-18-11-2018,Online bankieren
NL14BEEH0010000021,NL62GELD6375239767,63.62,jajajaj,23-31-13-09-2019,Online bankieren
NL14BEEH0010000021,NL35GELD9966193251,567.84,jajajaj,11-31-13-09-2019,Online bankieren
NL14BEEH0010000021,NL04GELD4811557161,189.36,jajajaj,09-43-13-09-2019,Online bankieren
NL14BEEH0010000021,NL77GELD1142882375,31.51,jajajaj,13-29-26-02-2019,Online bankieren
NL14BEEH0010000021,NL77GELD0692885116,20.26,jajajaj,10-00-10-07-2018,Online bankieren
NL14BEEH0010000021,NL04GELD4811557161,983.25,jajajaj,21-19-04-12-2018,Online bankieren
NL14BEEH0010000021,NL77GELD1142882375,478.77,jajajaj,05-24-23-11-2018,Online bankieren
NL14BEEH0010000021,NL77GELD0692885116,853.71,jajajaj,03-47-13-09-2019,Online bankieren
NL14BEEH0010000021,NL77GELD1142882375,115.18,jajajaj,05-05-13-09-2019,Online bankieren
NL14BEEH0010000021,NL35GELD9966193251,852.1,jajajaj,13-25-24-11-2018,Online bankieren
NL14BEEH0010000021,NL76GELD1811996735,155.45,jajajaj,19-53-26-07-2019,Online bankieren
NL14BEEH0010000021,NL13GELD4842992565,109.23,jajajaj,11-56-07-12-2018,Online bankieren
NL84BEEH0010000022,NL62GELD6375239767,788.53,jajajaj,09-38-20-11-2018,Online bankieren
NL84BEEH0010000022,NL77GELD8158598659,597.39,jajajaj,01-54-20-05-2019,Online bankieren
NL84BEEH0010000022,NL61GELD7455324794,29.86,jajajaj,23-57-17-02-2018,Online bankieren
NL84BEEH0010000022,NL67GELD2809687681,179.98,jajajaj,17-33-13-09-2019,Online bankieren
NL84BEEH0010000022,NL56GELD4676822837,322.21,jajajaj,11-55-03-07-2018,Online bankieren
NL84BEEH0010000022,NL77GELD1142882375,412.11,jajajaj,00-12-01-06-2018,Online bankieren
NL84BEEH0010000022,NL92GELD8037356925,647.21,jajajaj,07-56-22-04-2018,Online bankieren
NL84BEEH0010000022,NL77GELD1142882375,769.73,jajajaj,10-22-28-04-2018,Online bankieren
NL84BEEH0010000022,NL35GELD0485561952,837.29,jajajaj,00-37-13-09-2019,Online bankieren
NL84BEEH0010000022,NL62GELD6375239767,470.71,jajajaj,09-42-13-09-2019,Online bankieren
NL84BEEH0010000022,NL35GELD0485561952,780.07,jajajaj,00-36-10-05-2019,Online bankieren
NL84BEEH0010000022,NL76GELD1811996735,364.29,jajajaj,01-44-13-11-2018,Online bankieren
NL84BEEH0010000022,NL69GELD8971642424,499.99,jajajaj,03-04-13-09-2019,Online bankieren
NL84BEEH0010000022,NL04GELD4811557161,141.97,jajajaj,00-03-02-08-2018,Online bankieren
NL84BEEH0010000022,NL77GELD8158598659,637.85,jajajaj,17-58-13-09-2019,Online bankieren
NL84BEEH0010000022,NL92GELD8037356925,626.07,jajajaj,23-00-13-09-2019,Online bankieren
NL84BEEH0010000022,NL04GELD4811557161,136.33,jajajaj,12-07-27-06-2018,Online bankieren
NL84BEEH0010000022,NL76GELD1811996735,396.47,jajajaj,13-50-13-09-2019,Online bankieren
NL84BEEH0010000022,NL61GELD7455324794,77.83,jajajaj,19-16-12-01-2019,Online bankieren
NL84BEEH0010000022,NL69GELD8971642424,752.73,jajajaj,10-43-13-09-2019,Online bankieren
NL84BEEH0010000022,NL62GELD6375239767,670.77,jajajaj,23-59-14-08-2019,Online bankieren
NL84BEEH0010000022,NL13GELD4842992565,497.11,jajajaj,20-55-24-12-2018,Online bankieren
NL84BEEH0010000022,NL55GELD3859628216,190.03,jajajaj,02-29-04-07-2019,Online bankieren
NL84BEEH0010000022,NL77GELD0692885116,277.23,jajajaj,06-07-05-02-2018,Online bankieren
NL84BEEH0010000022,NL61GELD7455324794,236.22,jajajaj,21-17-18-01-2018,Online bankieren
NL84BEEH0010000022,NL76GELD7252785614,29.48,jajajaj,07-29-08-10-2018,Online bankieren
NL84BEEH0010000022,NL67GELD2809687681,453.31,jajajaj,16-50-26-04-2018,Online bankieren
NL57BEEH0010000023,NL76GELD1811996735,116.37,jajajaj,19-21-15-07-2019,Online bankieren
NL57BEEH0010000023,NL76GELD7252785614,411.91,jajajaj,13-56-09-01-2019,Online bankieren
NL57BEEH0010000023,NL75GELD3175762142,606.17,jajajaj,19-22-17-04-2019,Online bankieren
NL57BEEH0010000023,NL62GELD6375239767,336.13,jajajaj,01-48-21-09-2018,Online bankieren
NL57BEEH0010000023,NL55GELD3859628216,371.62,jajajaj,04-17-12-03-2018,Online bankieren
NL57BEEH0010000023,NL04GELD4811557161,541.13,jajajaj,21-27-14-04-2019,Online bankieren
NL57BEEH0010000023,NL35GELD9966193251,634.39,jajajaj,04-41-20-06-2019,Online bankieren
NL57BEEH0010000023,NL04GELD4811557161,234.73,jajajaj,06-43-24-05-2019,Online bankieren
NL57BEEH0010000023,NL35GELD0485561952,280.84,jajajaj,21-14-16-08-2019,Online bankieren
NL57BEEH0010000023,NL77GELD1142882375,576.78,jajajaj,04-08-16-09-2018,Online bankieren
NL57BEEH0010000023,NL77GELD0692885116,256.42,jajajaj,14-31-03-10-2018,Online bankieren
NL30BEEH0010000024,NL77GELD0692885116,659.14,jajajaj,14-26-28-01-2019,Online bankieren
NL30BEEH0010000024,NL62GELD6375239767,706.01,jajajaj,01-21-16-07-2019,Online bankieren
NL30BEEH0010000024,NL05GELD9994551159,759.3,jajajaj,19-36-15-01-2018,Online bankieren
NL30BEEH0010000024,NL62GELD6375239767,482.11,jajajaj,05-34-06-10-2018,Online bankieren
NL30BEEH0010000024,NL67GELD2809687681,120.94,jajajaj,22-50-17-02-2019,Online bankieren
NL30BEEH0010000024,NL95GELD6279133125,375.52,jajajaj,20-48-13-09-2019,Online bankieren
NL30BEEH0010000024,NL67GELD2809687681,158.34,jajajaj,22-40-04-10-2018,Online bankieren
NL30BEEH0010000024,NL35GELD9966193251,991.45,jajajaj,18-10-17-09-2018,Online bankieren
NL30BEEH0010000024,NL92GELD8037356925,58.21,jajajaj,13-24-27-08-2019,Online bankieren
NL30BEEH0010000024,NL77GELD1142882375,421.66,jajajaj,01-44-13-09-2019,Online bankieren
NL30BEEH0010000024,NL62GELD6375239767,280.49,jajajaj,22-26-27-03-2019,Online bankieren
NL30BEEH0010000024,NL77GELD1142882375,497.79,jajajaj,16-51-01-08-2018,Online bankieren
NL30BEEH0010000024,NL45GELD2953919317,558.51,jajajaj,08-21-08-05-2018,Online bankieren
NL30BEEH0010000024,NL77GELD1142882375,198.07,jajajaj,06-50-26-11-2018,Online bankieren
NL30BEEH0010000024,NL62GELD6375239767,315.0,jajajaj,23-39-11-06-2019,Online bankieren
NL30BEEH0010000024,NL77GELD8158598659,857.89,jajajaj,18-40-02-11-2018,Online bankieren
NL30BEEH0010000024,NL67GELD2809687681,518.45,jajajaj,11-32-21-05-2019,Online bankieren
NL30BEEH0010000024,NL92GELD8037356925,404.26,jajajaj,23-22-24-01-2019,Online bankieren
NL30BEEH0010000024,NL69GELD8971642424,697.99,jajajaj,16-49-13-09-2019,Online bankieren
NL03BEEH0010000025,NL77GELD1142882375,669.39,jajajaj,16-34-27-08-2019,Online bankieren
NL03BEEH0010000025,NL67GELD2809687681,179.23,jajajaj,21-52-13-09-2019,Online bankieren
NL03BEEH0010000025,NL77GELD0692885116,646.92,jajajaj,18-34-16-03-2019,Online bankieren
NL03BEEH0010000025,NL56GELD4676822837,755.58,jajajaj,13-39-02-04-2019,Online bankieren
NL03BEEH0010000025,NL92GELD8037356925,62.96,jajajaj,23-52-23-04-2019,Online bankieren
NL03BEEH0010000025,NL67GELD2809687681,860.74,jajajaj,15-05-13-09-2019,Online bankieren
NL03BEEH0010000025,NL05GELD9994551159,858.88,jajajaj,22-19-10-02-2019,Online bankieren
NL03BEEH0010000025,NL67GELD2809687681,884.67,jajajaj,18-55-10-11-2018,Online bankieren
NL03BEEH0010000025,NL56GELD4676822837,484.82,jajajaj,10-06-14-01-2019,Online bankieren
NL03BEEH0010000025,NL77GELD8158598659,922.66,jajajaj,05-51-06-04-2019,Online bankieren
NL03BEEH0010000025,NL13GELD4842992565,906.46,jajajaj,18-22-10-03-2019,Online bankieren
NL03BEEH0010000025,NL76GELD7252785614,732.66,jajajaj,08-36-18-05-2019,Online bankieren
NL03BEEH0010000025,NL76GELD7252785614,26.92,jajajaj,13-39-13-09-2019,Online bankieren
NL03BEEH0010000025,NL62GELD6375239767,544.75,jajajaj,19-41-13-05-2019,Online bankieren
NL03BEEH0010000025,NL76GELD7252785614,984.15,jajajaj,15-12-03-06-2019,Online bankieren
NL03BEEH0010000025,NL76GELD7252785614,56.73,jajajaj,13-43-13-09-2019,Online bankieren
NL03BEEH0010000025,NL05GELD9994551159,259.94,jajajaj,10-51-22-04-2019,Online bankieren
NL03BEEH0010000025,NL35GELD0485561952,191.41,jajajaj,03-14-14-08-2019,Online bankieren
NL03BEEH0010000025,NL77GELD8158598659,200.93,jajajaj,21-47-05-01-2018,Online bankieren
NL03BEEH0010000025,NL04GELD4811557161,348.59,jajajaj,03-53-03-05-2019,Online bankieren
